t,press,temp,fm,ax,ay,az,avx,avy,avz,q0,q1,q2,q3,ax,ay,az,vx,xy,vz,x,y,z
6.723869,1009.298096,56.341667,3, -1.799403,0.177069,11.203195, -1.184135,-3.083386,0.412024, -0.176080,0.774831,0.050561,0.605044, 9.883625,-5.986367,-4.062713, 12.534940,-2.039986,-6.654987, 51.602257,99.492561,-24.202488
6.733869,1009.298096,56.341667,3, 0.631705,1.378266,8.087740, -1.420909,-4.348222,0.534273, -0.171046,0.762589,0.060743,0.620898, 8.051281,-8.449146,-1.022892, 12.615453,-2.124478,-6.665216, 51.728413,99.471313,-24.269140
6.743869,1009.298096,56.341667,3, 4.800002,11.140982,20.573488, -1.684050,-5.050020,0.742016, -0.165333,0.747852,0.073096,0.638781, 23.562012,-13.699087,0.328305, 12.851073,-2.261469,-6.661933, 51.856922,99.448700,-24.335760
6.753870,1008.892334,56.333332,3, 2.962314,16.950754,-6.742974, -0.949226,-5.054815,1.144717, -0.163535,0.731815,0.084562,0.656167, -0.184491,-28.239086,1.326602, 12.849228,-2.543888,-6.648666, 51.985428,99.423256,-24.402254
6.763871,1008.892334,56.333332,3, 2.139183,-20.798414,-2.799602, 0.274061,-6.446693,1.126606, -0.165421,0.709573,0.093010,0.678597, -9.892622,8.285826,4.451026, 12.750292,-2.461021,-6.604151, 52.112942,99.398643,-24.468302
6.773871,1008.892334,56.333332,3, -2.909672,5.355137,-5.125426, -1.073872,-7.072586,1.229945, -0.162387,0.685430,0.106803,0.701721, -2.725967,-16.428675,-3.481842, 12.723032,-2.625308,-6.638970, 52.240173,99.372391,-24.534691
6.783871,1008.892334,56.333332,3, 1.186840,2.713461,-2.852245, -1.678990,-6.599571,1.056027, -0.156718,0.662671,0.121605,0.722164, -1.655871,-13.476676,0.831302, 12.706473,-2.760075,-6.630657, 52.367237,99.344788,-24.600998
6.793871,1009.262695,56.320831,3, 5.364708,3.225525,-1.828116, -1.015544,-5.723588,1.293600, -0.154475,0.641723,0.133987,0.739174, -1.057579,-13.788918,5.054125, 12.695897,-2.897964,-6.580115, 52.494198,99.315811,-24.666800
6.803873,1009.262695,56.320831,3, -1.694118,5.225925,-1.497907, -0.919663,-4.984236,1.466453, -0.153551,0.622805,0.145896,0.753162, 1.120287,-15.094741,-1.788396, 12.707102,-3.048942,-6.598003, 52.621296,99.285316,-24.732792
6.813876,1009.262695,56.320831,3, 0.574277,-2.761317,-3.488735, -1.001428,-4.530663,1.330355, -0.152092,0.605357,0.157248,0.765301, -4.360985,-8.815438,-0.355834, 12.663479,-3.137123,-6.601563, 52.747971,99.253937,-24.798828
6.823876,1009.262695,56.320831,3, -0.679562,3.469593,-0.914058, -0.864797,-4.144740,1.338611, -0.151301,0.588954,0.167721,0.775959, 0.888083,-13.297057,-0.599384, 12.672359,-3.270093,-6.607556, 52.874695,99.221237,-24.864904
6.833878,1009.353027,56.308334,3, 1.928615,1.703690,-0.287139, -0.547856,-3.448801,1.358054, -0.152038,0.574744,0.176426,0.784493, -0.056910,-11.523475,1.936913, 12.671790,-3.385351,-6.588183, 53.001438,99.187378,-24.930799
6.843878,1009.353027,56.308334,3, 1.689333,4.737789,-4.852644, -0.634149,-2.704655,1.314108, -0.152966,0.563390,0.184725,0.790615, -2.454502,-16.309544,0.726749, 12.647245,-3.548446,-6.580916, 53.127911,99.151894,-24.996609
6.853878,1009.353027,56.308334,3, 1.507478,-0.392423,-4.043870, -0.585409,-2.077697,1.276554, -0.154432,0.554402,0.192210,0.794888, -4.012967,-11.438255,0.106207, 12.607116,-3.662829,-6.579854, 53.253983,99.115265,-25.062407
6.863878,1009.353027,56.308334,3, 0.210568,2.478964,-4.130012, -0.588073,-1.630517,1.215031, -0.156055,0.547177,0.199163,0.797860, -2.265964,-13.991983,-0.767884, 12.584456,-3.802749,-6.587533, 53.379826,99.077240,-25.128283
6.873880,1009.334717,56.302082,3, -0.047856,1.411765,-1.421337, -0.494855,-1.533037,1.148979, -0.157751,0.540275,0.205468,0.800626, -0.449897,-11.736745,-0.292232, 12.579957,-3.920140,-6.590456, 53.505650,99.038033,-25.194201
6.883881,1009.334717,56.302082,3, -0.143569,1.942972,-1.651048, -0.539067,-1.599355,1.072007, -0.158936,0.533169,0.211774,0.803508, -0.313775,-12.313997,-0.365004, 12.576819,-4.043292,-6.594106, 53.631432,98.997597,-25.260149
6.893881,1009.334717,56.302082,3, 1.253839,0.468993,-1.067199, -0.473814,-1.611074,0.999830, -0.159976,0.525989,0.217613,0.806468, -1.098594,-10.797247,0.861111, 12.565833,-4.151265,-6.585495, 53.757092,98.956085,-25.326004
6.903881,1009.334717,56.302082,3, 0.894916,1.909472,-1.048056, -0.464759,-1.557274,0.935110, -0.160823,0.519040,0.223182,0.809274, -0.232245,-12.005651,0.808083, 12.563511,-4.271321,-6.577414, 53.882725,98.913368,-25.391779
6.913881,1009.359131,56.295834,3, 1.191626,0.923630,-1.919044, -0.442919,-1.272826,0.830173, -0.161607,0.513304,0.228145,0.811390, -1.499905,-11.647516,0.561177, 12.548512,-4.387796,-6.571802, 54.008209,98.869492,-25.457497
6.923883,1009.359131,56.295834,3, 0.382852,0.320638,-1.067199, -0.386988,-1.058424,0.794750, -0.162627,0.508403,0.232606,0.813004, -0.805543,-10.665777,0.013673, 12.540455,-4.494475,-6.571665, 54.133640,98.824539,-25.523226
6.933885,1009.359131,56.295834,3, 0.334995,0.602991,-1.177269, -0.397375,-0.737222,0.722573, -0.163695,0.504880,0.236655,0.813816, -0.717727,-10.966399,-0.011389, 12.533277,-4.604161,-6.571779, 54.258999,98.778488,-25.588957
6.943885,1009.359131,56.295834,3, 0.411565,2.416751,-2.321038, -0.394179,-0.310283,0.665843, -0.165040,0.503148,0.240191,0.813581, -0.663838,-13.115901,0.034692, 12.526638,-4.735320,-6.571432, 54.384266,98.731133,-25.654671
6.953887,1009.359131,56.295834,3, 0.669990,2.335395,-0.947558, -0.392048,-0.139827,0.616571, -0.166393,0.502158,0.243452,0.812947, 0.210953,-12.286108,0.778079, 12.528748,-4.858206,-6.563650, 54.509579,98.682541,-25.720320
6.963889,1009.388184,56.295834,3, 0.746561,1.713261,-0.789631, -0.354761,0.037554,0.576087, -0.167889,0.501902,0.246308,0.811937, -0.015930,-11.682661,0.770740, 12.528588,-4.975056,-6.555941, 54.634892,98.632782,-25.785892
6.973890,1009.388184,56.295834,3, -0.220140,1.172483,0.234497, -0.412290,0.051936,0.513232, -0.169001,0.501824,0.249225,0.810864, 0.882401,-10.626034,0.164576, 12.537414,-5.081326,-6.554295, 54.760277,98.581963,-25.851442
6.983890,1009.388184,56.295834,3, -0.612563,0.818345,-0.224925, -0.483136,0.017578,0.435461, -0.169576,0.501758,0.252260,0.809845, 0.537272,-10.590130,-0.438174, 12.542787,-5.187228,-6.558676, 54.885704,98.530090,-25.917028
6.994394,1009.388184,56.295834,3, -0.713061,0.827917,-0.263210, -0.511900,-0.047941,0.403235, -0.169877,0.501473,0.255541,0.808930, 0.562312,-10.618447,-0.535650, 12.548693,-5.298764,-6.564303, 55.017517,98.474434,-25.985979
7.004394,1009.395264,56.287498,3, -0.148355,1.225125,-0.473779, -0.529745,-0.084163,0.357425, -0.169886,0.501123,0.258650,0.808156, 0.377167,-11.072947,-0.002058, 12.552464,-5.409493,-6.564323, 55.143044,98.420341,-26.051622
7.014397,1009.395264,56.287498,3, 0.076570,1.033699,-0.133998, -0.528679,-0.135832,0.328927, -0.169714,0.500596,0.261726,0.807529, 0.423988,-10.718869,0.281532, 12.556705,-5.516714,-6.561507, 55.268650,98.365158,-26.117258
7.024397,1009.395264,56.287498,3, 0.023928,1.124627,0.066999, -0.518026,-0.111063,0.303092, -0.169495,0.500188,0.264669,0.806868, 0.642862,-10.668685,0.335194, 12.563134,-5.623401,-6.558155, 55.394279,98.308922,-26.182840
7.034398,1009.395264,56.287498,3, -0.291924,1.071985,-0.138784, -0.508704,-0.102540,0.281785, -0.169223,0.499830,0.267512,0.806209, 0.609228,-10.744917,-0.030230, 12.569227,-5.730861,-6.558457, 55.519985,98.251610,-26.248432
7.044398,1009.450928,56.283333,3, -0.382852,0.875773,-0.210568, -0.480472,-0.013051,0.261543, -0.169059,0.499832,0.270113,0.805375, 0.494333,-10.630244,-0.184803, 12.574170,-5.837163,-6.560306, 55.645725,98.193237,-26.314035
7.054398,1009.450928,56.283333,3, -0.579063,0.985843,0.311067, -0.465558,0.065253,0.241035, -0.168953,0.500161,0.272534,0.804376, 1.014654,-10.400633,-0.144419, 12.584316,-5.941170,-6.561750, 55.771568,98.133827,-26.379652
7.064398,1009.450928,56.283333,3, -0.033500,0.717847,0.425922, -0.452507,0.275659,0.237306, -0.169151,0.501327,0.274713,0.802866, 0.710727,-10.114433,0.312370, 12.591424,-6.042314,-6.558626, 55.897484,98.073402,-26.445238
7.074398,1009.450928,56.283333,3, -0.339781,0.875773,0.760918, -0.457035,0.354495,0.235442, -0.169437,0.502810,0.276837,0.801147, 1.171686,-10.032425,0.193168, 12.603141,-6.142638,-6.556695, 56.023514,98.011978,-26.510805
7.084399,1009.449707,56.289581,3, -0.607777,1.612762,0.224925, -0.461562,0.364083,0.233311, -0.169714,0.504335,0.278962,0.799391, 1.315050,-10.942135,-0.028904, 12.616293,-6.252070,-6.556983, 56.149689,97.949448,-26.576382
7.102568,1009.449707,56.289581,3, -0.918844,1.143769,0.660419, -0.471151,0.357957,0.209874, -0.169984,0.507120,0.282789,0.796220, 1.500639,-10.304296,-0.297369, 12.643559,-6.439289,-6.562387, 56.379410,97.832451,-26.695614
7.112568,1009.449707,56.289581,3, -0.870987,1.000200,0.535992, -0.474347,0.346505,0.202150, -0.170075,0.508615,0.284894,0.794495, 1.311373,-10.267640,-0.336902, 12.656672,-6.541965,-6.565755, 56.505978,97.767029,-26.761271
7.122568,1009.449707,56.289581,3, -0.904487,0.842274,0.708275, -0.477809,0.296700,0.206678, -0.170103,0.509903,0.287064,0.792881, 1.359113,-10.036242,-0.359142, 12.670263,-6.642328,-6.569347, 56.632679,97.700607,-26.826963
7.132568,1009.525391,56.281250,3, -0.689133,1.095913,0.267996, -0.462628,0.235708,0.209075, -0.170090,0.510929,0.289230,0.791435, 1.098787,-10.504017,-0.230644, 12.681252,-6.747368,-6.571653, 56.759491,97.633133,-26.892679
7.142568,1009.560547,56.277084,3, -0.445065,3.282953,-1.148555, 0.023171,0.412290,0.244231, -0.171711,0.512186,0.289411,0.790205, 1.233936,-13.083942,0.166081, 12.693591,-6.878207,-6.569993, 56.886425,97.564354,-26.958380
7.152568,1009.560547,56.277084,3, -0.569492,2.411965,-0.861416, 0.060725,0.641606,0.276991, -0.173888,0.514265,0.289327,0.788407, 1.001076,-12.228671,-0.111671, 12.703602,-7.000494,-6.571109, 57.013462,97.494347,-27.024092
7.162569,1009.560547,56.277084,3, -0.818345,2.971886,-1.258625, 0.102540,0.707125,0.306021, -0.176380,0.516517,0.289093,0.786465, 1.148603,-12.915243,-0.315100, 12.715089,-7.129659,-6.574261, 57.140625,97.423042,-27.089842
7.172569,1009.560547,56.277084,3, -0.851845,3.661019,-1.617548, 0.167260,0.699934,0.325198, -0.179101,0.518647,0.288656,0.784606, 1.314800,-13.670914,-0.280983, 12.728237,-7.266368,-6.577071, 57.267906,97.350380,-27.155613
7.182569,1009.601318,56.275002,3, -1.095913,3.871587,-1.584049, 0.252488,0.638144,0.339846, -0.182009,0.520431,0.287973,0.783006, 1.568686,-13.809525,-0.458797, 12.743924,-7.404464,-6.581659, 57.395344,97.276337,-27.221430
7.192569,1009.601318,56.275002,3, -1.095913,3.579663,-1.660619, 0.290041,0.610978,0.353696, -0.185027,0.522046,0.287200,0.781506, 1.353664,-13.627981,-0.576869, 12.757461,-7.540743,-6.587428, 57.522919,97.200928,-27.287304
7.202569,1009.601318,56.275002,3, -1.019342,2.938386,-1.660619, 0.329459,0.632018,0.361952, -0.188207,0.523686,0.286270,0.779988, 0.954071,-13.129909,-0.687199, 12.767001,-7.672042,-6.594300, 57.650589,97.124207,-27.353247
7.212571,1009.601318,56.275002,3, -0.894916,2.368894,-1.847259, 0.359555,0.699934,0.374737, -0.191611,0.525537,0.285187,0.778310, 0.442231,-12.809032,-0.781766, 12.771424,-7.800159,-6.602119, 57.778328,97.046188,-27.419281
7.222571,1009.610352,56.277084,3, -0.856630,1.947758,-1.952543, 0.375536,0.875717,0.389651, -0.195360,0.528022,0.283907,0.776161, 0.104399,-12.551488,-0.889620, 12.772469,-7.925673,-6.611015, 57.906052,96.966934,-27.485392
7.232571,1009.610352,56.277084,3, -0.756132,1.828116,-1.727618, 0.375802,1.007554,0.404300, -0.199348,0.530983,0.282527,0.773626, 0.157284,-12.311568,-0.771894, 12.774041,-8.048789,-6.618734, 58.033791,96.886444,-27.551579
7.242571,1009.610352,56.277084,3, -0.990629,2.895315,-1.598405, 0.374737,1.107430,0.419481, -0.203526,0.534290,0.281082,0.770782, 0.987383,-13.030914,-0.737651, 12.783915,-8.179098,-6.626111, 58.161629,96.804649,-27.617840
7.252573,1009.610352,56.277084,3, -1.373480,3.790231,-1.301695, 0.401370,0.973463,0.413622, -0.207558,0.537044,0.279645,0.768312, 1.887078,-13.500896,-0.856415, 12.802789,-8.314134,-6.634677, 58.289680,96.721489,-27.684200
7.262575,1009.610352,56.277084,3, -0.689133,4.058227,-1.909472, 0.388320,1.016077,0.426140, -0.211656,0.539940,0.278238,0.765671, 1.406357,-14.105999,-0.349878, 12.816855,-8.455222,-6.638176, 58.417873,96.636917,-27.750595
7.272577,1009.651611,56.272919,3, -1.531406,4.000799,-1.134198, 0.375536,1.003825,0.446115, -0.215772,0.542756,0.276937,0.762998, 2.202756,-13.521696,-0.989709, 12.838887,-8.590466,-6.648076, 58.546288,96.550995,-27.817089
7.282578,1009.651611,56.272919,3, -1.363909,4.374080,-1.411765, 0.365681,0.854943,0.461030, -0.219704,0.544978,0.275867,0.760676, 2.199944,-13.976853,-0.866138, 12.860888,-8.730249,-6.656738, 58.674908,96.463684,-27.883663
7.292578,1009.651611,56.272919,3, -1.564906,6.585048,-1.670190, 0.386455,0.618435,0.477276, -0.223423,0.546242,0.275016,0.758992, 3.506971,-15.781887,-0.769015, 12.895958,-8.888068,-6.664428, 58.803867,96.374802,-27.950308
7.302578,1009.651611,56.272919,3, -1.598405,7.178468,-2.679961, 0.410692,0.425341,0.474879, -0.226930,0.546740,0.274277,0.757860, 3.212958,-16.873837,-0.995125, 12.928087,-9.056807,-6.674379, 58.933147,96.284233,-28.017052
7.312578,1009.720947,56.268749,3, -1.316052,5.910272,-3.043670, 0.452507,0.223191,0.490593, -0.230331,0.546396,0.273649,0.757309, 2.084696,-16.166061,-1.063496, 12.948935,-9.218467,-6.685014, 59.062637,96.192047,-28.083902
7.322578,1009.720947,56.268749,3, -1.421337,5.374280,-3.670590, 0.484201,0.106269,0.519358, -0.233764,0.545527,0.273110,0.757078, 1.360425,-16.165718,-1.442096, 12.962539,-9.380124,-6.699435, 59.192265,96.098244,-28.150896
7.332578,1009.720947,56.268749,3, -1.598405,7.039684,-4.723432, 0.540665,-0.109198,0.527348, -0.237085,0.543757,0.272627,0.757492, 1.808706,-18.076395,-1.658976, 12.980626,-9.560888,-6.716024, 59.322071,96.002632,-28.218056
7.342580,1009.720947,56.268749,3, -1.502693,7.465607,-5.345566, 0.607249,-0.283383,0.525217, -0.240337,0.541243,0.272089,0.758461, 1.679596,-18.795547,-1.713386, 12.997425,-9.748881,-6.733161, 59.452072,95.905121,-28.285400
7.352580,1009.757813,56.272919,3, -1.684547,8.997013,-5.723632, 0.697271,-0.545725,0.502312, -0.243383,0.537645,0.271456,0.760273, 2.543998,-20.139904,-1.811832, 13.022865,-9.950280,-6.751280, 59.582302,95.805618,-28.352913
7.362580,1009.757813,56.272919,3, -1.215554,9.566505,-6.096912, 0.827244,-0.861601,0.459964, -0.246181,0.532728,0.270591,0.763137, 2.585793,-20.822954,-1.452121, 13.048723,-10.158510,-6.765801, 59.712788,95.704033,-28.420570
7.372580,1009.757813,56.272919,3, -1.172483,9.308080,-6.293123, 0.905280,-0.941768,0.440522, -0.248993,0.527412,0.269463,0.766310, 2.330186,-20.745846,-1.583914, 13.072025,-10.365969,-6.781640, 59.843510,95.600372,-28.488386
7.382581,1009.757813,56.272919,3, -1.670190,11.083554,-6.991828, 0.992373,-1.076002,0.422677, -0.251773,0.521468,0.268107,0.769936, 3.275872,-22.433002,-2.085258, 13.104787,-10.590322,-6.802495, 59.974571,95.494461,-28.556417
7.392581,1009.774414,56.270832,3, -1.607977,12.327822,-7.317252, 1.080530,-1.179608,0.387787, -0.254493,0.515029,0.266434,0.773946, 3.945122,-23.530487,-2.044001, 13.144238,-10.825626,-6.822935, 60.106014,95.386208,-28.624647
7.402581,1009.774414,56.270832,3, -2.392823,17.338392,-8.724231, 1.200382,-1.471513,0.328127, -0.256882,0.507346,0.264494,0.778881, 6.727174,-27.983503,-2.604244, 13.211511,-11.105461,-6.848977, 60.238129,95.275154,-28.693136
7.412581,1009.774414,56.270832,3, -3.742375,23.588446,-10.293923, 1.347933,-2.015640,0.243166, -0.258564,0.497406,0.262431,0.785406, 10.482969,-33.339706,-3.557891, 13.316340,-11.438858,-6.884556, 60.371292,95.160767,-28.761982
7.422581,1009.774414,56.270832,3, -7.207888,37.481014,-12.974198, 1.714679,-3.661338,0.043413, -0.258142,0.480654,0.260485,0.796545, 19.526257,-44.649731,-5.454671, 13.511603,-11.885355,-6.939103, 60.506409,95.041916,-28.831373
7.432581,1009.774414,56.268749,3, -11.052095,60.546257,-23.545767, 2.398633,-6.416863,-0.342776, -0.254033,0.452171,0.258238,0.815060, 30.052204,-67.788010,-8.795573, 13.812125,-12.563235,-7.027059, 60.644531,94.916283,-28.901644
7.442581,1009.835938,56.268749,3, -15.376827,80.247818,-35.558914, 3.529235,-8.727073,-1.152708, -0.245763,0.413117,0.252046,0.839886, 37.840069,-89.293915,-13.798984, 14.190526,-13.456175,-7.165049, 60.786438,94.781723,-28.973293
7.452583,1009.835938,56.268749,3, -12.013146,52.857841,-27.389973, 3.978279,-8.727073,-1.647829, -0.235773,0.373175,0.242363,0.863952, 23.895874,-64.146652,-12.828332, 14.429533,-14.097770,-7.293357, 60.930763,94.640717,-29.046242
7.462586,1009.835938,56.268749,3, -9.129991,37.481014,-23.065241, 4.250742,-8.727073,-2.185031, -0.223400,0.332656,0.229913,0.886890, 15.543142,-50.196632,-12.132623, 14.585011,-14.599887,-7.414720, 61.076656,94.494675,-29.120411
7.472586,1009.865967,56.264584,3, -8.649465,33.636810,-23.065241, 4.406816,-8.727073,-2.753661, -0.208205,0.291787,0.215249,0.908394, 13.215718,-47.046806,-13.293791, 14.717169,-15.070354,-7.547658, 61.223827,94.343971,-29.195887
7.482587,1009.865967,56.264584,3, -8.649465,33.636810,-23.065241, 4.452094,-8.727073,-3.106292, -0.190930,0.250486,0.199302,0.927945, 13.243879,-46.854599,-13.793423, 14.849621,-15.538947,-7.685606, 61.372337,94.188568,-29.272751
7.492587,1009.865967,56.264584,3, -7.767102,30.604200,-23.980867, 4.541317,-8.360327,-3.455726, -0.172016,0.210501,0.181637,0.945044, 10.867000,-44.617924,-15.558554, 14.958291,-15.985126,-7.841191, 61.521919,94.028717,-29.351162
7.506058,1009.865967,56.264584,3, -7.688414,34.117336,-25.948397, 4.800729,-5.470035,-3.787582, -0.147771,0.174451,0.151784,0.961610, 10.845596,-47.996037,-17.897524, 15.104392,-16.631681,-8.082289, 61.725391,93.804672,-29.460039
7.516058,1009.865967,56.258331,3, -7.341180,29.249863,-21.650259, 5.018060,-2.502239,-3.898378, -0.131422,0.161572,0.126022,0.969919, 9.283813,-41.755943,-16.468012, 15.197230,-17.049240,-8.246969, 61.877365,93.634178,-29.542509
7.526058,1009.826416,56.258331,3, -7.135397,28.876583,-21.315264, 5.277472,0.094550,-3.865353, -0.116932,0.160912,0.097181,0.975188, 7.854431,-40.785576,-17.823809, 15.275775,-17.457096,-8.425207, 62.030125,93.459610,-29.626760
7.536058,1009.826416,56.258331,3, -8.441878,29.618359,-21.827328, 5.645284,2.655915,-3.688771, -0.104704,0.172245,0.065078,0.977310, 7.430254,-40.549450,-20.605328, 15.350078,-17.862591,-8.631261, 62.183624,93.280983,-29.713074
7.546058,1009.826416,56.258331,3, -8.020741,25.531418,-20.951555, 6.171834,5.194908,-3.245586, -0.095754,0.195285,0.029353,0.975620, 4.459103,-35.402199,-21.911337, 15.394669,-18.216612,-8.850374, 62.337570,93.098816,-29.801577
7.556060,1009.826416,56.258331,3, -8.456235,24.832712,-19.879570, 6.496765,6.549766,-2.846080, -0.089065,0.224310,-0.008280,0.970405, 2.987691,-33.223053,-22.936579, 15.424551,-18.548908,-9.079786, 62.491848,92.913292,-29.892393
7.566060,1009.813477,56.239582,3, -9.571290,26.900112,-24.033510, 6.916778,8.317979,-2.201810, -0.085661,0.261137,-0.047982,0.960296, -0.374313,-33.233444,-29.049149, 15.420808,-18.881243,-9.370277, 62.646057,92.724480,-29.986095
7.576061,1009.813477,56.239582,3, -12.892528,29.144579,-26.723043, 7.403110,8.727339,-1.299992, -0.086849,0.299108,-0.088865,0.946095, -1.905601,-32.141514,-35.032017, 15.401750,-19.202690,-9.720633, 62.800091,92.532433,-30.083311
7.586063,1009.813477,56.239582,3, -12.983455,28.235308,-26.215763, 7.640949,8.727339,-0.693276, -0.090971,0.336248,-0.129672,0.928358, -4.845832,-28.591274,-35.730995, 15.353282,-19.488661,-10.078014, 62.953655,92.337509,-30.184111
7.596065,1009.813477,56.239582,3, -10.906485,26.885756,-25.186852, 7.836174,8.727339,0.148084, -0.099015,0.372698,-0.169528,0.906947, -8.778696,-25.395990,-34.000927, 15.265477,-19.742672,-10.418092, 63.106342,92.140045,-30.288313
7.609373,1009.861328,56.220833,3, -8.939585,24.526432,-20.817556, 7.805546,8.727339,1.757826, -0.118808,0.420999,-0.217448,0.872561, -10.257252,-22.013224,-29.336119, 15.128974,-20.035624,-10.808496, 63.307678,91.873413,-30.432152
7.619373,1009.861328,56.220833,3, -6.996613,22.152752,-18.678373, 7.666784,8.727339,2.220187, -0.134927,0.456177,-0.251008,0.843026, -11.835095,-19.561167,-25.560677, 15.010623,-20.231236,-11.064103, 63.457783,91.671104,-30.542793
7.629375,1009.861328,56.220833,3, -6.589833,20.176279,-16.457834, 7.482213,8.495893,2.666835, -0.152336,0.489504,-0.281759,0.811044, -11.934582,-17.328842,-22.854822, 14.891253,-20.404558,-11.292697, 63.606724,91.467018,-30.655743
7.639375,1009.861328,56.220833,3, -6.015556,18.003597,-13.677374, 7.152487,6.976171,3.172077, -0.172659,0.516130,-0.307915,0.780377, -10.891038,-15.653843,-19.863951, 14.782343,-20.561096,-11.491337, 63.754547,91.261406,-30.770657
7.649375,1009.908691,56.208332,3, -4.804788,15.223137,-11.408978, 6.703975,5.052950,3.608870, -0.196073,0.535069,-0.328793,0.753095, -9.842135,-14.201582,-16.395332, 14.683922,-20.703112,-11.655291, 63.901386,91.054375,-30.887209
7.659375,1009.908691,56.208332,3, -4.541577,13.332808,-9.466006, 6.498096,3.905037,3.743370, -0.220951,0.549075,-0.346776,0.727630, -8.444875,-12.960384,-14.378096, 14.599473,-20.832716,-11.799071, 64.047379,90.846046,-31.005199
7.669375,1009.908691,56.208332,3, -4.709075,11.801401,-8.537591, 6.223236,2.113919,3.820075, -0.248103,0.556115,-0.361011,0.706295, -7.622140,-11.539301,-13.161998, 14.523252,-20.948109,-11.930692, 64.192612,90.636566,-31.124506
7.679376,1009.908691,56.208332,3, -4.259224,10.274780,-7.537391, 6.027212,0.417084,3.791311, -0.277337,0.556601,-0.372041,0.689105, -6.700545,-10.726107,-11.609518, 14.456240,-21.055380,-12.046799, 64.337189,90.425995,-31.244986
7.689376,1009.963867,56.202084,3, -4.278367,7.771888,-6.379265, 5.859952,-1.661944,3.640564, -0.309099,0.549172,-0.379559,0.677350, -5.348204,-9.163983,-9.507183, 14.402758,-21.147020,-12.141870, 64.481216,90.214523,-31.366404
7.699376,1009.963867,56.202084,3, -4.144369,6.594619,-6.862615, 5.801092,-2.967263,3.478098, -0.342221,0.536387,-0.384810,0.668653, -5.645532,-8.283267,-8.577285, 14.346302,-21.229853,-12.227643, 64.624680,90.002228,-31.488680
7.709376,1009.963867,56.202084,3, -4.675575,5.297709,-7.001399, 5.770197,-4.415073,3.210163, -0.376644,0.517511,-0.387633,0.663373, -5.485144,-6.924905,-7.781971, 14.291451,-21.299101,-12.305463, 64.767593,89.789238,-31.611734
7.719378,1009.963867,56.202084,3, -4.843073,3.536592,-8.073383, 5.788041,-6.112440,2.804265, -0.412394,0.491266,-0.387682,0.662037, -6.390924,-5.714327,-6.599769, 14.227529,-21.356256,-12.371473, 64.909897,89.575630,-31.735474
7.729380,1010.003662,56.172916,3, -4.876572,2.847459,-8.949157, 5.808549,-7.027042,2.504369, -0.448106,0.460338,-0.385835,0.662135, -7.020468,-5.155511,-6.408016, 14.157310,-21.407822,-12.435566, 65.051498,89.361511,-31.859854
7.739381,1010.003662,56.172916,3, -5.345566,2.024328,-9.647861, 5.830389,-7.967479,2.096873, -0.483256,0.424368,-0.381970,0.663684, -7.430636,-4.197710,-6.251979, 14.082995,-21.449802,-12.498092, 65.192345,89.146996,-31.984848
7.749381,1010.003662,56.172916,3, -4.910072,1.272982,-11.073983, 5.833052,-8.560612,1.672065, -0.516850,0.384494,-0.376570,0.665753, -8.637609,-4.085748,-6.405717, 13.996619,-21.490660,-12.562149, 65.332314,88.932091,-32.110470
7.759381,1010.003662,56.172916,3, -5.149354,0.832702,-11.633903, 5.806951,-8.638382,1.192392, -0.547524,0.342469,-0.370770,0.667430, -8.790678,-3.444317,-6.694052, 13.908712,-21.525103,-12.629089, 65.471397,88.716843,-32.236759
7.769381,1010.059082,56.141666,3, -4.632505,0.799203,-12.002398, 5.770463,-8.311320,0.887702, -0.575058,0.300157,-0.365278,0.667673, -8.680689,-3.579196,-7.213140, 13.821905,-21.560894,-12.701221, 65.609619,88.501236,-32.363770
7.779381,1010.059082,56.141666,3, -3.589234,0.526421,-12.193824, 5.695089,-7.461438,0.586741, -0.598547,0.259628,-0.361553,0.666045, -8.640333,-4.199023,-7.466990, 13.735502,-21.602884,-12.775890, 65.746971,88.285210,-32.491528
7.789381,1010.059082,56.141666,3, -0.928415,0.741775,-11.739188, 5.595213,-6.213648,0.382727, -0.617787,0.222665,-0.360777,0.662269, -8.079690,-6.499547,-7.937698, 13.654705,-21.667879,-12.855268, 65.883514,88.068527,-32.620079
7.799382,1010.059082,56.141666,3, -0.799203,0.143569,-11.466406, 5.442336,-4.200139,0.298031, -0.632043,0.192355,-0.365279,0.655816, -7.987124,-6.316103,-7.494305, 13.574826,-21.731047,-12.930218, 66.019279,87.851196,-32.749393
7.809384,1010.088379,56.120834,3, -0.502493,-0.483350,-10.179067, 5.377615,-2.508897,0.324665, -0.642583,0.167640,-0.374511,0.647091, -7.389687,-6.635814,-6.280304, 13.500915,-21.797419,-12.993033, 66.154312,87.633179,-32.879349
7.819384,1010.088379,56.120834,3, 1.071985,-1.086341,-10.135997, 5.275342,-0.410692,0.485000, -0.649116,0.150213,-0.389719,0.635771, -7.953961,-7.929213,-6.187095, 13.421375,-21.876711,-13.054904, 66.288528,87.414413,-33.009899
7.829384,1010.088379,56.120834,3, -0.952343,0.224925,-8.121240, 5.129655,1.941066,0.801675, -0.651485,0.141241,-0.411571,0.621474, -5.518929,-6.221966,-4.858845, 13.366186,-21.938931,-13.103493, 66.422188,87.195023,-33.140934
