t,press,temp,fm,ax,ay,az,avx,avy,avz,q0,q1,q2,q3,ax,ay,az,vx,xy,vz,x,y,z
22.097265,1016.438965,53.752083,4, -4.240082,4.503292,-8.480163, 1.466187,-2.454031,2.862326, 0.019499,-0.342707,0.125110,-0.930872, -2.433781,-11.785498,-10.016489, -3.807029,-136.766266,-65.881477, 201.284714,-1101.301147,-525.867554
22.107265,1016.438965,53.752083,4, -4.029513,4.374080,-8.719446, 1.520519,-2.727560,2.781626, 0.036752,-0.331529,0.127127,-0.934120, -2.417605,-11.552140,-10.124481, -3.831205,-136.881790,-65.982719, 201.246399,-1102.669922,-526.527405
22.118083,1016.455078,53.764584,4, -4.110869,4.316652,-9.025727, 1.580712,-2.973655,2.700660, 0.055265,-0.317958,0.129645,-0.937573, -2.164606,-11.309278,-10.490557, -3.854621,-137.004135,-66.096207, 201.204697,-1104.151978,-527.242432
22.128083,1016.455078,53.764584,4, -4.058227,4.082155,-8.977870, 1.665407,-3.215756,2.589597, 0.072122,-0.304024,0.132414,-0.940658, -1.815478,-10.982372,-10.442997, -3.872776,-137.113953,-66.200638, 201.165970,-1105.523071,-527.904419
22.138083,1016.455078,53.764584,4, -3.991228,4.010371,-8.973085, 1.720539,-3.315100,2.515289, 0.088742,-0.289401,0.135454,-0.943412, -1.498559,-10.792418,-10.455198, -3.887762,-137.221878,-66.305191, 201.127090,-1106.895264,-528.567444
22.148083,1016.455078,53.764584,4, -4.130012,3.957729,-8.901300, 1.789254,-3.430956,2.427131, 0.105080,-0.273993,0.138824,-0.945842, -0.968957,-10.563634,-10.509117, -3.897451,-137.327515,-66.410286, 201.088120,-1108.268555,-529.231567
22.158083,1016.510742,53.772919,4, -3.838087,3.818945,-9.279366, 1.875014,-3.449600,2.314471, 0.120960,-0.258230,0.142672,-0.947805, -1.054389,-10.264973,-10.681767, -3.907995,-137.430161,-66.517105, 201.049042,-1109.642822,-529.896729
22.168086,1016.510742,53.772919,4, -4.106084,3.919443,-9.284152, 1.936538,-3.419504,2.246022, 0.136516,-0.242387,0.146845,-0.949237, -0.437106,-10.080017,-10.869772, -3.912368,-137.530991,-66.625839, 201.009903,-1111.018555,-530.563171
22.178087,1016.510742,53.772919,4, -4.048656,3.986442,-9.767502, 2.003655,-3.379820,2.156799, 0.151628,-0.226500,0.151397,-0.950152, -0.330230,-9.842945,-11.295031, -3.915670,-137.629425,-66.738800, 200.970749,-1112.395020,-531.230652
22.188088,1016.510742,53.772919,4, -4.287938,4.010371,-9.901500, 2.071837,-3.303647,2.064114, 0.166245,-0.210742,0.156361,-0.950529, 0.191583,-9.511419,-11.505932, -3.913754,-137.724548,-66.853874, 200.931610,-1113.772461,-531.899231
22.198088,1016.527344,53.772919,4, -4.029513,4.101298,-10.470992, 2.147477,-3.145976,1.966102, 0.180272,-0.195495,0.161844,-0.950312, 0.103687,-9.307386,-11.934855, -3.912717,-137.817627,-66.973221, 200.892487,-1115.150635,-532.568970
22.208088,1016.527344,53.772919,4, -4.101298,4.230510,-10.657632, 2.196217,-2.978982,1.902181, 0.193828,-0.180859,0.167700,-0.949527, 0.472102,-9.075343,-12.146897, -3.907996,-137.908386,-67.094688, 200.853409,-1116.529663,-533.239929
22.218088,1016.527344,53.772919,4, -3.943372,4.254439,-11.069197, 2.265997,-2.606376,1.811093, 0.206623,-0.167773,0.174262,-0.948048, 0.484302,-8.773281,-12.444977, -3.903153,-137.996124,-67.219139, 200.814377,-1117.909668,-533.912109
22.228089,1016.527344,53.772919,4, -4.153940,4.273581,-10.992627, 2.308079,-2.368271,1.763419, 0.218946,-0.155669,0.181246,-0.946035, 0.973413,-8.413486,-12.388338, -3.893418,-138.080261,-67.343033, 200.775436,-1119.290649,-534.585632
22.238089,1016.517822,53.777084,4, -4.139583,4.235296,-11.184053, 2.327521,-2.178905,1.717609, 0.230820,-0.144346,0.188504,-0.943587, 1.120541,-8.027212,-12.479512, -3.882213,-138.160538,-67.467827, 200.736618,-1120.672241,-535.260315
22.248091,1016.517822,53.777084,4, -4.173083,4.278367,-11.495120, 2.356019,-1.873683,1.669402, 0.242130,-0.134338,0.196225,-0.940651, 1.259009,-7.636604,-12.710879, -3.869620,-138.236923,-67.594963, 200.697906,-1122.054932,-535.936401
22.258091,1016.517822,53.777084,4, -4.110869,4.259224,-11.609975, 2.384517,-1.567395,1.634245, 0.252923,-0.125665,0.204418,-0.937259, 1.320237,-7.293396,-12.719142, -3.856418,-138.309860,-67.722153, 200.659348,-1123.437988,-536.613647
22.268091,1016.517822,53.777084,4, -3.833302,4.139583,-11.605190, 2.409553,-1.094646,1.597224, 0.263010,-0.119106,0.213297,-0.933353, 1.133941,-7.025779,-12.549754, -3.845078,-138.380112,-67.847649, 200.620895,-1124.821777,-537.292114
22.278091,1016.517822,53.777084,4, -4.005585,4.192225,-11.547762, 2.420739,-0.910341,1.589767, 0.272811,-0.113356,0.222425,-0.929115, 1.386376,-6.668143,-12.458054, -3.831215,-138.446793,-67.972229, 200.582581,-1126.206299,-537.971863
22.288092,1016.518311,53.777084,4, -3.689732,3.972086,-11.705688, 2.421538,-0.605385,1.574852, 0.282144,-0.108979,0.231933,-0.924515, 0.995301,-6.306787,-12.376616, -3.821261,-138.509872,-68.096008, 200.544357,-1127.591553,-538.652893
22.298092,1016.518311,53.777084,4, -3.881158,3.823731,-11.303694, 2.417277,-0.319338,1.566329, 0.291042,-0.105898,0.241778,-0.919580, 1.195171,-5.929075,-11.874332, -3.809309,-138.569168,-68.214752, 200.506271,-1128.977295,-539.335022
22.308093,1016.518311,53.777084,4, -3.632305,3.684947,-11.341979, 2.403694,-0.145953,1.562068, 0.299644,-0.103606,0.251766,-0.914383, 0.868834,-5.664303,-11.726271, -3.800620,-138.625824,-68.332024, 200.468262,-1130.363647,-540.018433
22.318093,1016.518311,53.777084,4, -3.732803,3.536592,-11.011770, 2.375995,0.006925,1.560736, 0.307971,-0.102033,0.261805,-0.908958, 0.919821,-5.348741,-11.268899, -3.791422,-138.679306,-68.444710, 200.430344,-1131.750488,-540.702881
22.328093,1016.524902,53.775002,4, -3.402594,3.407379,-11.217552, 2.354688,0.153677,1.559937, 0.316029,-0.101137,0.271921,-0.903304, 0.433753,-5.105439,-11.257835, -3.787084,-138.730362,-68.557289, 200.392471,-1133.137817,-541.388428
22.338093,1016.524902,53.775002,4, -3.761517,3.220739,-11.002198, 2.303551,0.203215,1.548751, 0.323882,-0.100511,0.281837,-0.897535, 0.592741,-4.589490,-10.863155, -3.781157,-138.776260,-68.665924, 200.354660,-1134.525635,-542.075073
22.348094,1016.524902,53.775002,4, -3.641876,3.115455,-11.002198, 2.266796,0.167260,1.544756, 0.331688,-0.099758,0.291478,-0.891670, 0.345028,-4.349686,-10.683079, -3.777706,-138.819763,-68.772766, 200.316879,-1135.913940,-542.762878
22.358094,1016.524902,53.775002,4, -3.546163,2.919244,-10.801201, 2.214061,0.086027,1.531173, 0.339463,-0.098692,0.300701,-0.885780, 0.148540,-4.151285,-10.284270, -3.776221,-138.861282,-68.875610, 200.279114,-1137.302612,-543.451660
22.368097,1016.543457,53.781250,4, -3.412165,2.766103,-10.748559, 2.161327,-0.036755,1.534369, 0.347353,-0.097159,0.309430,-0.879865, -0.099423,-3.956860,-10.030165, -3.777215,-138.900864,-68.975945, 200.241333,-1138.692017,-544.141602
22.378097,1016.543457,53.781250,4, -3.541377,2.608177,-10.624132, 2.091014,-0.262875,1.520253, 0.355434,-0.094714,0.317407,-0.874043, -0.109420,-3.636820,-9.702894, -3.778309,-138.937225,-69.072975, 200.203552,-1140.081421,-544.832336
22.388097,1016.543457,53.781250,4, -3.359523,2.416751,-10.557133, 2.038545,-0.428537,1.513861, 0.363665,-0.091614,0.324811,-0.868248, -0.376687,-3.500958,-9.417295, -3.782076,-138.972229,-69.167145, 200.165726,-1141.471191,-545.523987
22.398098,1016.543457,53.781250,4, -3.211168,2.277967,-10.384850, 1.991936,-0.616837,1.501077, 0.372067,-0.087744,0.331623,-0.862494, -0.532388,-3.441852,-9.086292, -3.787400,-139.006653,-69.258018, 200.127853,-1142.861450,-546.216614
22.408098,1016.545166,53.783333,4, -3.019742,2.067399,-10.250852, 1.931744,-0.857073,1.482700, 0.380698,-0.082905,0.337681,-0.856837, -0.756023,-3.378680,-8.751661, -3.794961,-139.040436,-69.345535, 200.089905,-1144.251831,-546.910095
22.418098,1016.545166,53.783333,4, -2.794817,2.053042,-10.375279, 1.892859,-0.985181,1.470448, 0.389414,-0.077557,0.343277,-0.851179, -0.978462,-3.314567,-8.750827, -3.804745,-139.073578,-69.433044, 200.051865,-1145.642578,-547.604431
22.428098,1016.545166,53.783333,4, -2.541178,1.909472,-10.384850, 1.860099,-1.106631,1.454468, 0.398191,-0.071716,0.348445,-0.845511, -1.241639,-3.282238,-8.593502, -3.817162,-139.106400,-69.518982, 200.013687,-1147.033691,-548.299622
22.438098,1016.545166,53.783333,4, -2.483750,1.612762,-10.614561, 1.832667,-1.206508,1.436090, 0.406987,-0.065463,0.353246,-0.839819, -1.551605,-2.936972,-8.476353, -3.832678,-139.135773,-69.603745, 199.975357,-1148.425049,-548.995667
22.448098,1016.555420,53.781250,4, -2.364109,1.718047,-10.949556, 1.804435,-1.294399,1.420110, 0.415791,-0.058858,0.357693,-0.834093, -1.682425,-2.753390,-8.710012, -3.849502,-139.163300,-69.690842, 199.936859,-1149.816650,-549.692566
22.458098,1016.555420,53.781250,4, -2.301895,1.622334,-11.174482, 1.791118,-1.304520,1.416648, 0.424523,-0.052223,0.362003,-0.828257, -1.862061,-2.507137,-8.721227, -3.868123,-139.188370,-69.778053, 199.898178,-1151.208496,-550.390320
22.468099,1016.555420,53.781250,4, -2.373680,1.593620,-11.246266, 1.772474,-1.298927,1.420909, 0.433186,-0.045648,0.366185,-0.822300, -1.857196,-2.275710,-8.631269, -3.886696,-139.211136,-69.864372, 199.859314,-1152.600708,-551.089050
22.478099,1016.555420,53.781250,4, -2.383251,1.478764,-11.337193, 1.750368,-1.302922,1.424638, 0.441791,-0.039105,0.370203,-0.816238, -1.962857,-2.054481,-8.512372, -3.906325,-139.231674,-69.949493, 199.820251,-1153.993042,-551.788574
22.488099,1016.560303,53.785416,4, -2.617748,1.579263,-11.413764, 1.734921,-1.300791,1.426236, 0.450322,-0.032601,0.374100,-0.810062, -1.784327,-1.746394,-8.454609, -3.924168,-139.249146,-70.034042, 199.781006,-1155.385498,-552.488892
22.498100,1016.560303,53.785416,4, -2.364109,1.598405,-11.720045, 1.721870,-1.264836,1.432362, 0.458733,-0.026277,0.377962,-0.803754, -2.046377,-1.646424,-8.645108, -3.944634,-139.265610,-70.120499, 199.741562,-1156.778320,-553.190186
22.508101,1016.560303,53.785416,4, -2.421536,1.564906,-11.676974, 1.703227,-1.138592,1.460061, 0.466941,-0.020551,0.381974,-0.797272, -2.043898,-1.502826,-8.458435, -3.965075,-139.280640,-70.205093, 199.701904,-1158.171265,-553.892334
22.518103,1016.560303,53.785416,4, -2.426322,1.617548,-11.648260, 1.680854,-1.025931,1.496016, 0.475002,-0.015392,0.386097,-0.790613, -2.030016,-1.419147,-8.350211, -3.985379,-139.294830,-70.288612, 199.662048,-1159.564453,-554.595337
22.528103,1016.560303,53.785416,4, -2.268396,1.560120,-11.705688, 1.666206,-0.876250,1.523715, 0.482810,-0.010911,0.390457,-0.783787, -2.235865,-1.385571,-8.288598, -4.007738,-139.308685,-70.371498, 199.621964,-1160.957520,-555.299072
22.538103,1016.600586,53.783333,4, -2.579463,1.588834,-11.772687, 1.655286,-0.698336,1.564465, 0.490360,-0.007232,0.395145,-0.776761, -2.154507,-1.011502,-8.111100, -4.029283,-139.318802,-70.452606, 199.581665,-1162.350708,-556.003601
22.548104,1016.600586,53.783333,4, -2.459822,1.741975,-12.222538, 1.641170,-0.498051,1.610009, 0.497623,-0.004454,0.400212,-0.769535, -2.382734,-0.760188,-8.424510, -4.053113,-139.326401,-70.536858, 199.541122,-1163.744141,-556.709045
22.558105,1016.600586,53.783333,4, -2.493321,1.818545,-12.605389, 1.619064,-0.131571,1.669935, 0.504315,-0.003261,0.406051,-0.762090, -2.607200,-0.416757,-8.571180, -4.079187,-139.330566,-70.622581, 199.500320,-1165.137573,-557.415344
22.568105,1016.600586,53.783333,4, -2.584248,1.852045,-12.624532, 1.606014,0.087359,1.710684, 0.510647,-0.003017,0.412335,-0.754462, -2.714934,-0.248878,-8.413005, -4.106336,-139.333054,-70.706711, 199.459259,-1166.530884,-558.122437
22.578105,1016.620361,53.779167,4, -2.426322,1.933401,-12.863814, 1.587903,0.390184,1.768213, 0.516500,-0.004080,0.419264,-0.746613, -3.033456,-0.149267,-8.523460, -4.136671,-139.334549,-70.791946, 199.417892,-1167.924194,-558.830383
22.588107,1016.620361,53.779167,4, -2.507678,2.029114,-13.150953, 1.557274,0.787826,1.845984, 0.521730,-0.006869,0.427042,-0.738504, -3.299522,0.157378,-8.555614, -4.169672,-139.332977,-70.877518, 199.376190,-1169.317749,-559.539307
22.598109,1016.620361,53.779167,4, -2.665604,2.072184,-13.155739, 1.539429,0.986513,1.888065, 0.526604,-0.010527,0.435200,-0.730192, -3.471037,0.345810,-8.328653, -4.204390,-139.329514,-70.960823, 199.334137,-1170.711304,-560.249084
22.608111,1016.620361,53.779167,4, -2.478964,2.134398,-13.280165, 1.508801,1.235538,1.957312, 0.531092,-0.015324,0.443818,-0.721619, -3.867852,0.328574,-8.330355, -4.243076,-139.326233,-71.044144, 199.291702,-1172.104858,-560.959656
22.618851,1016.656982,53.779167,4, -2.493321,2.153540,-13.107882, 1.477106,1.438487,2.024429, 0.535566,-0.021509,0.453424,-0.712121, -4.106376,0.274732,-8.011765, -4.287179,-139.323288,-71.130188, 199.245651,-1173.601196,-561.723572
22.628852,1016.656982,53.779167,4, -2.344966,2.258825,-13.414163, 1.426769,1.637974,2.105929, 0.539443,-0.028293,0.462613,-0.702988, -4.598174,0.371953,-8.112208, -4.333165,-139.319565,-71.211319, 199.202316,-1174.994507,-562.435730
22.638852,1016.656982,53.779167,4, -2.526821,2.445465,-13.533805, 1.386818,1.749303,2.155201, 0.543103,-0.035682,0.471845,-0.693636, -4.816380,0.603309,-7.998671, -4.381329,-139.313538,-71.291306, 199.158508,-1176.387695,-563.148621
22.648853,1016.656982,53.779167,4, -2.498107,2.392823,-13.562518, 1.341807,1.774871,2.198614, 0.546714,-0.043377,0.480869,-0.684098, -5.250623,0.590836,-7.761817, -4.433840,-139.307632,-71.368935, 199.114166,-1177.780884,-563.862366
22.658855,1016.632813,53.770832,4, -1.909472,2.560320,-13.323236, 1.284811,1.885668,2.275053, 0.550171,-0.051781,0.489863,-0.674290, -5.598783,-0.031499,-7.798952, -4.489839,-139.307953,-71.446938, 199.069260,-1179.174194,-564.576965
22.668856,1016.632813,53.770832,4, -2.411965,2.359323,-12.911671, 1.256313,1.803902,2.309677, 0.553795,-0.060057,0.498401,-0.664306, -5.647991,0.064035,-6.984175, -4.546325,-139.307312,-71.516785, 199.023788,-1180.567383,-565.292175
22.678856,1016.632813,53.770832,4, -2.139183,2.493321,-12.739388, 1.215031,1.599355,2.341903, 0.557887,-0.067834,0.506103,-0.654235, -5.887828,-0.289506,-6.917765, -4.605203,-139.310211,-71.585960, 198.977737,-1181.960449,-566.008057
22.688856,1016.632813,53.770832,4, -1.875973,2.488536,-12.504891, 1.170552,1.422241,2.389312, 0.562437,-0.075259,0.513031,-0.644052, -6.150186,-0.701121,-6.735104, -4.666705,-139.317215,-71.653313, 198.931076,-1183.353638,-566.724609
22.698857,1016.620361,53.768749,4, -1.651048,2.411965,-12.251252, 1.135662,1.101305,2.433790, 0.567818,-0.081848,0.518816,-0.633811, -6.393835,-1.117143,-6.500779, -4.730650,-139.328384,-71.718330, 198.883759,-1184.747070,-567.441895
22.708858,1016.620361,53.768749,4, -1.459622,2.455036,-11.916257, 1.115154,0.890632,2.463087, 0.573712,-0.087886,0.523818,-0.623496, -6.461554,-1.537030,-6.326777, -4.795272,-139.343750,-71.781601, 198.835800,-1186.140625,-568.159790
22.718861,1016.620361,53.768749,4, -1.210768,2.340181,-11.815758, 1.085857,0.552650,2.521415, 0.580548,-0.093090,0.527630,-0.613113, -6.777754,-1.917297,-6.195620, -4.863070,-139.362930,-71.843575, 198.787155,-1187.534668,-568.878418
22.728861,1016.620361,53.768749,4, -1.383051,2.335395,-11.729616, 1.076802,0.201884,2.546184, 0.588266,-0.097292,0.530281,-0.602728, -6.878921,-1.932864,-5.970405, -4.931859,-139.382263,-71.903282, 198.737839,-1188.928467,-569.597473
22.738861,1016.647461,53.760418,4, -0.995414,2.440679,-12.136396, 1.074671,0.010387,2.576547, 0.596469,-0.100984,0.532246,-0.592237, -7.428688,-2.127817,-6.332518, -5.006145,-139.403534,-71.966606, 198.687775,-1190.322510,-570.317139
22.748861,1016.647461,53.760418,4, -1.229911,2.421536,-11.916257, 1.073339,-0.218130,2.621557, 0.605293,-0.104103,0.533396,-0.581613, -7.399509,-2.180862,-6.039785, -5.080141,-139.425339,-72.027000, 198.636978,-1191.716797,-571.037415
22.758862,1016.647461,53.760418,4, -1.373480,2.411965,-11.590833, 1.089586,-0.593932,2.635940, 0.615047,-0.106097,0.533338,-0.570976, -7.284035,-2.354242,-5.785011, -5.152988,-139.448883,-72.084854, 198.585449,-1193.111450,-571.758362
22.768863,1016.647461,53.760418,4, -0.894916,2.569891,-11.643475, 1.115953,-0.927120,2.671096, 0.625666,-0.107130,0.532194,-0.560211, -7.469352,-2.796811,-6.168997, -5.227689,-139.476852,-72.146553, 198.533173,-1194.506348,-572.479919
22.778863,1016.647461,53.739582,4, -0.885344,2.574677,-11.681760, 1.138858,-1.079731,2.695599, 0.636623,-0.107702,0.530498,-0.549259, -7.619073,-2.918462,-6.195856, -5.303880,-139.506042,-72.208511, 198.480133,-1195.901367,-573.202026
22.788864,1016.698486,53.739582,4, -0.952343,2.622534,-11.700903, 1.171351,-1.275223,2.723565, 0.648034,-0.107682,0.528120,-0.538097, -7.703912,-2.973182,-6.217624, -5.380927,-139.535782,-72.270691, 198.426315,-1197.296875,-573.924805
22.798864,1016.698486,53.739582,4, -0.698704,2.689533,-11.739188, 1.216362,-1.478172,2.769375, 0.659951,-0.107061,0.525037,-0.526632, -7.817776,-3.272795,-6.459928, -5.459105,-139.568512,-72.335289, 198.371719,-1198.692505,-574.648132
22.808864,1016.698486,53.739582,4, -0.827917,2.770889,-11.739188, 1.254449,-1.555143,2.802933, 0.671987,-0.106169,0.521631,-0.514845, -7.841290,-3.271657,-6.479897, -5.537518,-139.601227,-72.400085, 198.316345,-1200.088501,-575.372131
22.818864,1016.698486,53.739582,4, -0.698704,2.962314,-11.825329, 1.295731,-1.638240,2.849808, 0.684178,-0.105015,0.517868,-0.502680, -7.883668,-3.391984,-6.768371, -5.616355,-139.635147,-72.467766, 198.260178,-1201.484863,-576.096802
22.828866,1016.686035,53.720833,4, -0.416351,3.096312,-11.983256, 1.335415,-1.574852,2.903342, 0.696148,-0.103989,0.514230,-0.490036, -8.015634,-3.630754,-7.139725, -5.696527,-139.671463,-72.539177, 198.203201,-1202.881836,-576.822327
22.838866,1016.686035,53.720833,4, -0.612563,3.349952,-12.150753, 1.374567,-1.422241,2.972857, 0.707692,-0.103347,0.511020,-0.476816, -8.093149,-3.428735,-7.284949, -5.777459,-139.705750,-72.612030, 198.145432,-1204.278931,-577.548462
22.848866,1016.686035,53.720833,4, -0.751346,3.527021,-12.447463, 1.414517,-1.293334,3.008812, 0.718787,-0.102930,0.508180,-0.463148, -8.341827,-3.270494,-7.459606, -5.860878,-139.738449,-72.686623, 198.086823,-1205.676270,-578.275330
22.858866,1016.686035,53.720833,4, -0.851845,3.818945,-12.547962, 1.449940,-1.078133,3.061813, 0.729249,-0.102986,0.506007,-0.448943, -8.390519,-3.144678,-7.615001, -5.944783,-139.769897,-72.762772, 198.027374,-1207.073975,-579.002930
22.873187,1016.692627,53.716667,4, -0.976272,4.407579,-12.524033, 1.508801,-0.475678,3.186992, 0.742092,-0.105091,0.505859,-0.427041, -8.322632,-2.923256,-7.784204, -6.063971,-139.811768,-72.874252, 197.940536,-1209.076172,-580.046570
22.883187,1016.692627,53.716667,4, -1.067199,4.450650,-12.380464, 1.514394,-0.386455,3.206434, 0.750593,-0.106740,0.505893,-0.411450, -8.380956,-3.019075,-7.610600, -6.147780,-139.841965,-72.950356, 197.879059,-1210.474609,-580.776062
22.893187,1016.692627,53.716667,4, -1.182054,4.622933,-12.265609, 1.522384,-0.124113,3.266094, 0.758317,-0.109016,0.506734,-0.395342, -8.428147,-3.012219,-7.485036, -6.232062,-139.872086,-73.025208, 197.816742,-1211.873291,-581.506287
22.903187,1016.692627,53.716667,4, -1.225125,4.833502,-12.059826, 1.516258,0.157938,3.341201, 0.765219,-0.112026,0.508423,-0.378680, -8.396832,-3.054357,-7.362917, -6.316030,-139.902634,-73.098839, 197.753586,-1213.272339,-582.237305
22.913187,1016.763184,53.714584,4, -1.387837,5.087141,-12.184253, 1.491489,0.484734,3.430956, 0.771182,-0.115939,0.511089,-0.361423, -8.693085,-2.923966,-7.302741, -6.402961,-139.931870,-73.171867, 197.689560,-1214.671631,-582.968994
22.923187,1016.763184,53.714584,4, -1.612762,5.283352,-12.165110, 1.470714,0.657853,3.496475, 0.776529,-0.120370,0.514162,-0.343735, -8.933249,-2.837790,-7.081445, -6.492293,-139.960251,-73.242683, 197.624634,-1216.071289,-583.701416
22.933187,1016.763184,53.714584,4, -1.641476,5.426922,-12.050255, 1.434226,0.817389,3.568120, 0.781273,-0.125356,0.517554,-0.325637, -9.085666,-2.950896,-6.914758, -6.583150,-139.989761,-73.311829, 197.558807,-1217.471191,-584.434509
22.943188,1016.763184,53.714584,4, -1.531406,5.599205,-11.858829, 1.399602,0.935643,3.640830, 0.785500,-0.130808,0.521101,-0.307141, -9.133524,-3.148033,-6.824905, -6.674494,-140.021240,-73.380081, 197.492050,-1218.871582,-585.168396
22.953188,1016.767578,53.714584,4, -1.497907,5.661418,-11.408978, 1.338345,1.010484,3.735114, 0.789314,-0.136808,0.524573,-0.288260, -9.008623,-3.414313,-6.515539, -6.764581,-140.055389,-73.445236, 197.424408,-1220.272095,-585.902832
22.963188,1016.767578,53.714584,4, -1.732404,5.632704,-11.045269, 1.297595,0.989709,3.780924, 0.792887,-0.143000,0.527652,-0.269198, -9.054523,-3.585942,-6.004499, -6.855126,-140.091248,-73.505280, 197.355850,-1221.672974,-586.637878
22.973188,1016.767578,53.714584,4, -1.890330,5.637490,-10.470992, 1.240599,0.843756,3.833126, 0.796539,-0.149300,0.529814,-0.250070, -8.858429,-3.788648,-5.506079, -6.943710,-140.129135,-73.560341, 197.286407,-1223.074219,-587.373474
22.983188,1016.767578,53.714584,4, -1.895115,5.498706,-10.413564, 1.185201,0.651994,3.874675, 0.800374,-0.155627,0.530888,-0.230961, -9.098624,-4.186995,-5.283207, -7.034697,-140.171005,-73.613174, 197.216064,-1224.475952,-588.109619
22.993188,1016.786865,53.716667,4, -2.129612,5.489135,-10.351351, 1.145783,0.500980,3.898378, 0.804269,-0.161936,0.531072,-0.211881, -9.363435,-4.372243,-4.961612, -7.128331,-140.214722,-73.662788, 197.144775,-1225.878052,-588.846252
23.003188,1016.786865,53.716667,4, -2.258825,5.254638,-10.231709, 1.123677,0.291107,3.890122, 0.808361,-0.168021,0.530174,-0.192976, -9.551091,-4.817982,-4.615038, -7.223842,-140.262909,-73.708939, 197.072540,-1227.280640,-589.583313
23.013188,1016.786865,53.716667,4, -2.517249,4.890929,-9.911071, 1.116752,0.035157,3.873343, 0.812779,-0.173775,0.528032,-0.174293, -9.579966,-5.307853,-4.059412, -7.319641,-140.315994,-73.749535, 196.999344,-1228.683838,-590.320801
23.023188,1016.786865,53.716667,4, -2.526821,4.613362,-9.729217, 1.113290,-0.305755,3.832060, 0.817730,-0.179066,0.524324,-0.156013, -9.590189,-5.851376,-3.836092, -7.415543,-140.374512,-73.787895, 196.925186,-1230.087524,-591.058655
23.033188,1016.800049,53.706249,4, -2.723032,4.412365,-9.221938, 1.127406,-0.539067,3.795306, 0.822950,-0.183950,0.519497,-0.137992, -9.344032,-6.191256,-3.398736, -7.508984,-140.436432,-73.821884, 196.850098,-1231.491943,-591.796875
23.043188,1016.800049,53.706249,4, -2.751746,4.235296,-9.293723, 1.152175,-0.875983,3.736712, 0.828698,-0.188273,0.513147,-0.120403, -9.521526,-6.664542,-3.369816, -7.604199,-140.503082,-73.855583, 196.774063,-1232.896973,-592.535400
23.053188,1016.800049,53.706249,4, -2.670390,4.383651,-9.073583, 1.191060,-1.251252,3.668796, 0.835067,-0.191959,0.505121,-0.103300, -9.359039,-6.822454,-3.490684, -7.697789,-140.571304,-73.890488, 196.697083,-1234.302734,-593.274292
23.063191,1016.800049,53.706249,4, -2.440679,4.345366,-9.068798, 1.208372,-1.496549,3.632041, 0.841708,-0.195274,0.495902,-0.086493, -9.289684,-7.232160,-3.762985, -7.790714,-140.643646,-73.928131, 196.619156,-1235.709595,-594.013794
23.073191,1016.870850,53.677082,4, -2.062613,4.326223,-9.087940, 1.240333,-1.807365,3.588894, 0.848765,-0.198128,0.485219,-0.070061, -9.126225,-7.658636,-4.202710, -7.881976,-140.720230,-73.970161, 196.540329,-1237.116821,-594.753479
23.083191,1016.870850,53.677082,4, -1.847259,4.264010,-9.011370, 1.285876,-2.153869,3.560929, 0.856310,-0.200508,0.472887,-0.053947, -8.918028,-8.023348,-4.482246, -7.971157,-140.800461,-74.014984, 196.460617,-1238.524780,-595.493652
23.093191,1016.870850,53.677082,4, -1.421337,4.110869,-8.901300, 1.353526,-2.561099,3.518848, 0.864449,-0.202290,0.458637,-0.038236, -8.506145,-8.486819,-4.904949, -8.056218,-140.885330,-74.064034, 196.380051,-1239.933594,-596.234314
23.103191,1016.870850,53.677082,4, -1.339981,4.039085,-8.953942, 1.411321,-2.802134,3.489018, 0.872731,-0.203599,0.443142,-0.022744, -8.389496,-8.812463,-5.187748, -8.140113,-140.973450,-74.115913, 196.298645,-1241.343384,-596.975464
23.113191,1016.875977,53.645832,4, -1.526621,3.862016,-8.853444, 1.487227,-3.113482,3.451198, 0.881275,-0.204342,0.426081,-0.007553, -8.269409,-9.112464,-5.173561, -8.222807,-141.064575,-74.167648, 196.216415,-1242.754028,-597.717163
23.123936,1016.875977,53.645832,4, -1.698904,3.747160,-8.776873, 1.568194,-3.385147,3.403524, 0.890558,-0.204495,0.406227,0.008435, -8.136934,-9.372975,-5.250182, -8.310238,-141.165283,-74.224060, 196.127121,-1244.270874,-598.514709
23.133936,1016.875977,53.645832,4, -1.923829,3.689732,-8.858229, 1.676327,-3.650419,3.320959, 0.899243,-0.203861,0.386370,0.022891, -8.153326,-9.607426,-5.409985, -8.391771,-141.261353,-74.278160, 196.043198,-1245.683472,-599.257507
23.143938,1016.875977,53.645832,4, -2.244468,3.584448,-8.781659, 1.743976,-3.791843,3.252511, 0.907660,-0.202665,0.365669,0.037012, -8.107780,-9.812444,-5.409985, -8.472865,-141.359497,-74.332268, 195.958450,-1247.097290,-600.000977
23.153938,1016.912109,53.589584,4, -2.507678,3.555734,-8.867801, 1.831335,-3.949781,3.175006, 0.915819,-0.200817,0.344058,0.050752, -8.130589,-10.013428,-5.605415, -8.554171,-141.459625,-74.388321, 195.872910,-1248.511841,-600.744873
23.163938,1016.849609,53.589584,4, -2.981457,3.517449,-9.049655, 1.930146,-4.089875,3.059416, 0.923674,-0.198205,0.321642,0.063955, -8.351994,-10.251663,-5.762295, -8.637691,-141.562149,-74.445946, 195.786530,-1249.927490,-601.489319
